idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
30,Masculino,50,3,3,3,Prêmio,Anual,696,8,Não
44,Feminino,45,2,3,9,Padrão,Trimestral,773,1,Não
30,Masculino,35,1,2,16,Padrão,Trimestral,726,12,Não
39,Feminino,53,6,0,13,Prêmio,Anual,790,11,Não
46,Feminino,60,9,3,11,Básico,Anual,792,9,Não
48,Masculino,27,1,1,1,Básico,Anual,895,30,Não
36,Masculino,54,7,0,13,Básico,Anual,761,23,Não
50,Feminino,26,5,4,4,Padrão,Anual,989,5,Não
36,Feminino,31,1,2,8,Padrão,Anual,645,2,Não
50,Masculino,32,5,2,12,Prêmio,Anual,777,2,Não
39,Masculino,30,4,2,1,Prêmio,Anual,652,25,Não
39,Masculino,39,3,3,20,Padrão,Anual,907,4,Não
43,Masculino,32,4,0,4,Básico,Trimestral,649,2,Não
25,Masculino,15,10,1,16,Básico,Anual,946,14,Não
46,Masculino,40,2,1,3,Prêmio,Anual,655,1,Não
46,Masculino,55,6,1,20,Básico,Anual,730,13,Não
22,Feminino,50,6,0,5,Padrão,Trimestral,615,11,Não
45,Masculino,57,1,0,10,Básico,Trimestral,974,25,Não
37,Feminino,32,2,3,4,Prêmio,Trimestral,707,10,Não
27,Masculino,47,2,0,0,Básico,Anual,536,15,Não
42,Masculino,40,8,2,20,Prêmio,Trimestral,773,11,Não
37,Masculino,47,3,3,6,Básico,Anual,944,14,Não
32,Feminino,6,10,2,9,Padrão,Anual,898,11,Não
24,Masculino,45,8,1,7,Padrão,Trimestral,706,17,Não
27,Feminino,4,6,2,14,Prêmio,Anual,801,8,Não
37,Feminino,34,9,2,18,Básico,Anual,609,7,Não
41,Masculino,29,6,0,20,Básico,Anual,602,19,Não
37,Masculino,37,6,1,11,Básico,Anual,573,21,Não
39,Masculino,1,7,1,14,Padrão,Anual,569,6,Não
43,Masculino,1,7,4,9,Prêmio,Trimestral,596,27,Não
49,Masculino,50,5,1,6,Padrão,Anual,544,26,Não
27,Masculino,57,8,0,7,Padrão,Anual,840,4,Não
34,Feminino,8,4,3,5,Padrão,Anual,772,1,Não
41,Feminino,41,1,1,8,Prêmio,Anual,941,3,Não
46,Feminino,28,3,3,15,Prêmio,Trimestral,909,14,Não
31,Masculino,42,1,0,2,Prêmio,Trimestral,690,24,Não
50,Masculino,53,5,0,11,Básico,Anual,773,5,Não
49,Feminino,50,9,1,5,Padrão,Trimestral,545,13,Não
37,Masculino,26,1,3,17,Prêmio,Anual,570,20,Não
34,Masculino,48,10,0,7,Padrão,Anual,632,25,Não
36,Masculino,26,3,3,10,Básico,Anual,517,12,Não
21,Masculino,5,1,1,13,Prêmio,Trimestral,782,16,Não
50,Feminino,26,8,3,0,Básico,Trimestral,645,6,Não
22,Masculino,43,3,1,7,Básico,Anual,711,20,Não
26,Masculino,11,2,0,14,Prêmio,Trimestral,643,2,Não
26,Masculino,50,9,1,15,Prêmio,Anual,882,19,Não
34,Masculino,28,1,2,19,Padrão,Trimestral,796,14,Não
29,Feminino,42,4,1,10,Básico,Anual,875,15,Não
40,Masculino,5,8,3,12,Padrão,Anual,617,20,Não
45,Masculino,49,4,4,7,Básico,Anual,585,7,Não
34,Masculino,34,1,1,16,Prêmio,Trimestral,997,20,Não
49,Feminino,58,6,3,0,Padrão,Trimestral,788,3,Não
19,Masculino,4,9,0,10,Padrão,Trimestral,705,17,Não
37,Masculino,55,10,0,7,Padrão,Anual,621,26,Não
27,Masculino,26,8,1,2,Básico,Trimestral,527,29,Não
28,Feminino,36,7,1,1,Padrão,Anual,691,11,Não
30,Masculino,42,7,0,3,Padrão,Trimestral,753,29,Não
34,Masculino,1,7,0,15,Prêmio,Anual,606,21,Não
33,Feminino,44,6,3,0,Padrão,Anual,797,4,Não
48,Masculino,6,10,4,1,Prêmio,Trimestral,836,16,Não
33,Masculino,6,1,3,11,Padrão,Anual,944,28,Não
49,Feminino,27,7,1,5,Básico,Trimestral,863,2,Não
38,Masculino,60,9,3,8,Padrão,Anual,778,6,Não
26,Feminino,12,10,1,19,Prêmio,Trimestral,536,3,Não
43,Feminino,4,4,3,6,Prêmio,Anual,665,11,Não
29,Feminino,48,1,1,11,Básico,Anual,733,11,Não
43,Feminino,34,5,0,2,Padrão,Anual,991,12,Não
44,Masculino,31,7,3,13,Padrão,Trimestral,920,25,Não
33,Masculino,49,4,1,15,Prêmio,Anual,973,10,Não
36,Feminino,31,3,0,11,Básico,Anual,974,4,Não
20,Masculino,11,6,1,15,Prêmio,Anual,919,19,Não
33,Masculino,51,8,3,20,Básico,Trimestral,707,27,Não
23,Masculino,39,5,0,7,Prêmio,Anual,649,21,Não
49,Masculino,9,1,4,2,Padrão,Trimestral,945,25,Não
18,Masculino,31,5,0,14,Prêmio,Anual,556,7,Não
24,Masculino,7,2,1,20,Básico,Anual,746,24,Não
18,Feminino,49,2,1,3,Padrão,Trimestral,725,12,Não
49,Feminino,40,3,1,5,Prêmio,Anual,593,7,Não
36,Feminino,33,6,2,5,Básico,Anual,524,11,Não
43,Feminino,25,7,1,17,Prêmio,Trimestral,859,11,Não
33,Masculino,54,5,0,16,Básico,Trimestral,839,24,Não
47,Masculino,45,9,0,15,Prêmio,Anual,647,11,Não
26,Feminino,27,2,1,19,Básico,Trimestral,799,15,Não
34,Masculino,29,3,2,15,Padrão,Trimestral,878,16,Não
48,Masculino,30,10,1,17,Prêmio,Anual,670,29,Não
36,Masculino,41,3,3,8,Padrão,Anual,509,15,Não
26,Feminino,37,10,0,10,Prêmio,Trimestral,870,4,Não
47,Masculino,1,5,2,9,Padrão,Trimestral,592,12,Não
36,Masculino,25,2,3,6,Prêmio,Trimestral,597,16,Não
24,Feminino,36,3,0,2,Básico,Trimestral,837,1,Não
34,Feminino,30,8,1,8,Padrão,Anual,918,6,Não
24,Masculino,27,10,0,12,Básico,Trimestral,985,25,Não
47,Feminino,50,5,2,2,Básico,Anual,514,12,Não
45,Masculino,51,10,3,2,Prêmio,Anual,583,29,Não
44,Masculino,3,5,3,18,Padrão,Anual,812,19,Não
30,Masculino,30,4,2,9,Prêmio,Trimestral,619,9,Não
31,Feminino,58,7,1,17,Básico,Anual,863,11,Não
30,Feminino,47,7,3,18,Prêmio,Anual,983,7,Não
18,Masculino,8,7,0,11,Básico,Trimestral,612,8,Não
23,Masculino,29,5,0,17,Básico,Trimestral,812,8,Não
42,Masculino,53,6,4,3,Prêmio,Trimestral,544,4,Não
30,Feminino,54,4,0,6,Prêmio,Trimestral,900,8,Não
47,Masculino,28,9,1,17,Padrão,Trimestral,613,18,Não
45,Masculino,58,2,1,16,Prêmio,Trimestral,755,18,Não
44,Feminino,28,9,0,19,Prêmio,Anual,979,10,Não
35,Masculino,28,2,3,14,Padrão,Trimestral,884,21,Não
50,Feminino,58,4,0,12,Padrão,Anual,839,9,Não
20,Masculino,38,10,2,8,Padrão,Trimestral,886,29,Não
50,Masculino,55,7,2,15,Prêmio,Trimestral,678,6,Não
26,Feminino,54,1,1,16,Prêmio,Trimestral,989,9,Não
34,Masculino,41,3,0,6,Prêmio,Anual,941,1,Não
26,Masculino,26,2,2,12,Básico,Anual,784,5,Não
31,Masculino,3,10,0,7,Prêmio,Trimestral,686,29,Não
40,Masculino,38,6,1,16,Básico,Trimestral,723,22,Não
47,Masculino,45,7,2,9,Padrão,Trimestral,677,14,Não
40,Feminino,38,4,1,3,Padrão,Anual,738,12,Não
20,Masculino,1,5,1,4,Prêmio,Trimestral,747,4,Não
31,Masculino,50,4,2,6,Prêmio,Anual,815,13,Não
40,Masculino,28,8,3,5,Prêmio,Anual,867,12,Não
20,Feminino,43,5,0,20,Básico,Trimestral,937,11,Não
28,Masculino,59,8,0,0,Prêmio,Trimestral,690,28,Não
39,Masculino,48,6,3,12,Prêmio,Trimestral,926,23,Não
46,Masculino,26,10,0,6,Básico,Trimestral,724,21,Não
47,Feminino,31,6,2,1,Básico,Anual,698,9,Não
49,Masculino,29,10,3,20,Básico,Anual,584,3,Não
32,Masculino,54,10,0,14,Básico,Anual,537,6,Não
32,Feminino,34,10,1,10,Padrão,Anual,627,12,Não
18,Masculino,36,7,0,16,Prêmio,Anual,560,11,Não
41,Masculino,8,2,0,18,Padrão,Anual,856,28,Não
27,Masculino,4,8,0,15,Padrão,Anual,627,11,Não
43,Masculino,41,7,1,8,Padrão,Trimestral,810,23,Não
43,Feminino,41,6,3,4,Básico,Trimestral,850,2,Não
49,Masculino,43,4,4,16,Padrão,Trimestral,852,8,Não
49,Masculino,60,3,0,5,Prêmio,Trimestral,996,27,Não
46,Masculino,47,10,3,0,Prêmio,Anual,585,15,Não
18,Masculino,55,9,0,10,Básico,Trimestral,848,10,Não
45,Masculino,32,8,3,12,Básico,Anual,860,29,Não
47,Masculino,34,4,1,3,Prêmio,Trimestral,785,27,Não
24,Masculino,49,6,2,2,Prêmio,Anual,593,9,Não
36,Masculino,46,1,2,4,Prêmio,Anual,969,3,Não
41,Masculino,7,1,3,2,Básico,Trimestral,538,2,Não
26,Feminino,40,6,0,7,Prêmio,Anual,520,3,Não
34,Feminino,44,6,2,4,Prêmio,Anual,550,5,Não
31,Masculino,41,1,2,12,Prêmio,Anual,838,9,Não
43,Masculino,21,10,4,7,Padrão,Anual,648,1,Não
42,Masculino,49,5,1,18,Prêmio,Trimestral,738,24,Não
48,Feminino,55,4,4,15,Básico,Anual,891,1,Não
24,Masculino,41,8,2,2,Básico,Trimestral,841,20,Não
25,Masculino,31,6,0,15,Padrão,Anual,616,24,Não
49,Masculino,60,4,3,14,Prêmio,Trimestral,955,14,Não
19,Feminino,48,7,1,19,Padrão,Anual,727,7,Não
30,Masculino,50,1,0,5,Básico,Anual,984,30,Não
50,Masculino,49,8,4,18,Prêmio,Trimestral,699,16,Não
28,Masculino,38,3,1,0,Básico,Anual,856,22,Não
46,Masculino,31,4,4,9,Prêmio,Trimestral,551,25,Não
37,Feminino,10,8,1,7,Básico,Trimestral,853,3,Não
40,Masculino,9,7,1,2,Básico,Anual,842,19,Não
26,Masculino,45,3,2,8,Prêmio,Trimestral,670,16,Não
50,Masculino,35,6,0,19,Básico,Anual,997,9,Não
45,Masculino,3,3,1,16,Prêmio,Anual,989,12,Não
25,Feminino,5,9,1,8,Padrão,Trimestral,812,8,Não
29,Masculino,34,10,2,6,Padrão,Anual,746,26,Não
47,Masculino,46,1,1,7,Básico,Anual,532,15,Não
47,Masculino,40,3,3,2,Padrão,Anual,643,4,Não
37,Masculino,9,5,1,20,Prêmio,Trimestral,739,17,Não
26,Feminino,59,1,2,12,Básico,Trimestral,866,11,Não
33,Masculino,50,2,3,2,Básico,Anual,570,16,Não
23,Feminino,55,3,2,6,Prêmio,Trimestral,889,3,Não
26,Masculino,25,8,2,10,Básico,Anual,666,21,Não
37,Masculino,39,4,3,6,Prêmio,Trimestral,669,23,Não
20,Masculino,36,4,0,11,Padrão,Anual,550,17,Não
31,Feminino,29,8,2,4,Básico,Trimestral,859,4,Não
39,Feminino,40,6,1,0,Básico,Anual,779,12,Não
36,Feminino,45,10,3,0,Padrão,Trimestral,849,1,Não
50,Feminino,54,2,1,4,Padrão,Trimestral,732,4,Não
47,Masculino,6,10,2,15,Padrão,Anual,619,24,Não
46,Masculino,53,2,0,11,Prêmio,Anual,756,13,Não
38,Masculino,31,8,3,14,Básico,Trimestral,549,17,Não
30,Feminino,6,6,0,16,Prêmio,Anual,992,11,Não
36,Masculino,10,1,2,9,Básico,Anual,879,3,Não
49,Masculino,29,7,0,14,Padrão,Trimestral,717,26,Não
42,Masculino,48,7,0,8,Prêmio,Trimestral,966,5,Não
32,Feminino,54,1,1,16,Prêmio,Trimestral,771,13,Não
30,Masculino,39,8,1,8,Prêmio,Trimestral,724,18,Não
31,Masculino,38,3,2,18,Prêmio,Trimestral,994,30,Não
31,Masculino,37,6,2,7,Padrão,Anual,610,2,Não
43,Feminino,55,6,3,3,Padrão,Anual,866,12,Não
19,Feminino,50,8,1,16,Prêmio,Trimestral,905,9,Não
50,Masculino,10,1,1,18,Prêmio,Trimestral,649,20,Não
44,Masculino,32,10,2,1,Prêmio,Anual,546,3,Não
23,Masculino,7,3,1,20,Básico,Anual,829,3,Não
18,Masculino,7,1,1,20,Padrão,Anual,895,16,Não
47,Masculino,58,10,1,10,Prêmio,Trimestral,587,29,Não
28,Feminino,42,3,2,7,Prêmio,Anual,819,12,Não
28,Masculino,9,8,1,7,Básico,Trimestral,854,29,Não
29,Masculino,28,5,1,7,Prêmio,Anual,789,20,Não
24,Feminino,43,9,1,4,Prêmio,Trimestral,836,15,Não
46,Masculino,25,1,2,0,Prêmio,Trimestral,585,30,Não
45,Masculino,54,1,4,4,Padrão,Trimestral,854,20,Não
46,Feminino,29,10,1,3,Básico,Trimestral,939,8,Não
35,Masculino,55,3,2,19,Padrão,Trimestral,978,6,Não
33,Masculino,11,6,3,14,Básico,Anual,849,4,Não
33,Feminino,54,3,1,6,Básico,Trimestral,742,4,Não
48,Feminino,52,2,0,19,Padrão,Trimestral,578,6,Não
24,Feminino,37,10,2,7,Básico,Trimestral,850,10,Não
35,Masculino,5,5,2,1,Prêmio,Anual,924,18,Não
40,Feminino,40,1,0,6,Prêmio,Anual,671,4,Não
18,Masculino,6,9,1,11,Padrão,Trimestral,695,12,Não
22,Feminino,56,2,0,16,Padrão,Anual,680,3,Não
35,Masculino,26,4,2,19,Padrão,Anual,839,20,Não
38,Masculino,35,2,2,11,Padrão,Anual,749,29,Não
25,Feminino,55,7,1,4,Prêmio,Trimestral,956,4,Não
40,Masculino,45,9,2,16,Prêmio,Anual,927,1,Não
48,Masculino,32,9,2,15,Prêmio,Anual,799,27,Não
20,Masculino,55,7,2,0,Básico,Anual,713,18,Não
49,Feminino,57,10,0,13,Prêmio,Anual,960,1,Não
42,Feminino,46,6,1,16,Prêmio,Anual,944,9,Não
22,Masculino,45,8,0,16,Básico,Anual,558,11,Não
26,Masculino,42,6,1,6,Padrão,Anual,712,30,Não
41,Masculino,26,1,4,3,Prêmio,Trimestral,900,17,Não
35,Masculino,55,4,0,11,Padrão,Anual,872,3,Não
28,Masculino,8,4,1,2,Básico,Trimestral,790,21,Não
23,Masculino,42,6,0,6,Prêmio,Anual,732,8,Não
49,Masculino,58,3,2,17,Prêmio,Anual,969,6,Não
28,Masculino,54,3,2,4,Básico,Anual,890,18,Não
39,Masculino,28,1,3,20,Padrão,Trimestral,986,7,Não
29,Masculino,60,1,2,15,Prêmio,Trimestral,746,17,Não
46,Masculino,59,2,3,2,Padrão,Anual,975,4,Não
43,Masculino,55,10,0,0,Padrão,Trimestral,873,24,Não
21,Feminino,3,3,0,0,Padrão,Trimestral,938,5,Não
49,Masculino,41,3,2,1,Padrão,Anual,907,29,Não
50,Masculino,7,7,3,6,Básico,Anual,779,4,Não
47,Masculino,46,1,1,7,Padrão,Trimestral,795,26,Não
31,Feminino,47,9,2,9,Básico,Anual,734,8,Não
29,Masculino,53,9,1,17,Prêmio,Trimestral,896,4,Não
49,Feminino,31,8,1,17,Padrão,Anual,819,4,Não
24,Masculino,48,1,1,14,Básico,Trimestral,844,27,Não
41,Feminino,45,7,3,15,Básico,Anual,931,9,Não
32,Masculino,48,1,0,19,Padrão,Trimestral,521,26,Não
47,Masculino,38,5,4,15,Básico,Trimestral,786,4,Não
43,Masculino,58,2,0,9,Prêmio,Anual,529,26,Não
33,Masculino,43,4,1,14,Básico,Trimestral,970,26,Não
45,Masculino,7,10,1,0,Padrão,Trimestral,892,25,Não
34,Masculino,11,7,0,14,Padrão,Trimestral,620,17,Não
31,Masculino,6,4,1,11,Prêmio,Anual,991,5,Não
46,Masculino,55,9,4,3,Prêmio,Anual,987,10,Não
23,Feminino,30,4,2,18,Básico,Trimestral,561,9,Não
35,Feminino,56,1,2,20,Básico,Anual,898,14,Não
45,Masculino,56,8,4,19,Padrão,Trimestral,704,2,Não
38,Feminino,50,8,0,2,Padrão,Anual,934,4,Não
44,Masculino,43,5,1,5,Básico,Trimestral,582,4,Não
45,Masculino,50,6,1,18,Prêmio,Trimestral,784,15,Não
35,Masculino,9,1,0,12,Padrão,Trimestral,763,27,Não
46,Masculino,56,8,3,19,Padrão,Anual,833,26,Não
47,Masculino,55,1,4,5,Básico,Anual,608,17,Não
46,Feminino,39,9,1,3,Padrão,Trimestral,845,12,Não
37,Feminino,41,10,2,11,Padrão,Anual,536,6,Não
50,Masculino,45,10,2,5,Básico,Anual,880,4,Não
27,Masculino,30,3,2,12,Padrão,Anual,712,18,Não
40,Masculino,60,3,3,8,Básico,Anual,696,1,Não
40,Masculino,55,1,4,6,Básico,Trimestral,555,4,Não
50,Masculino,43,10,1,3,Prêmio,Anual,638,2,Não
30,Masculino,44,8,0,4,Padrão,Anual,707,20,Não
36,Masculino,10,4,3,18,Básico,Trimestral,955,19,Não
49,Feminino,39,7,3,18,Básico,Trimestral,757,12,Não
45,Masculino,39,7,1,13,Básico,Anual,759,7,Não
32,Feminino,4,8,3,19,Padrão,Anual,613,5,Não
35,Feminino,36,9,2,11,Básico,Trimestral,629,5,Não
28,Feminino,25,8,0,5,Básico,Trimestral,526,9,Não
50,Feminino,28,9,4,8,Prêmio,Trimestral,850,14,Não
46,Masculino,47,10,0,1,Básico,Trimestral,555,25,Não
41,Feminino,49,1,0,10,Prêmio,Trimestral,601,6,Não
47,Masculino,29,3,3,19,Padrão,Trimestral,846,26,Não
32,Feminino,4,3,2,17,Padrão,Anual,795,11,Não
36,Masculino,30,7,2,12,Padrão,Anual,678,15,Não
40,Masculino,2,10,1,13,Prêmio,Trimestral,768,14,Não
21,Masculino,27,9,1,19,Padrão,Anual,614,7,Não
43,Masculino,31,5,0,3,Básico,Trimestral,837,19,Não
26,Feminino,47,9,1,7,Prêmio,Trimestral,922,4,Não
50,Feminino,47,4,1,15,Básico,Anual,844,9,Não
38,Feminino,17,10,1,18,Prêmio,Anual,527,5,Não
24,Masculino,47,3,2,16,Básico,Trimestral,679,17,Não
21,Masculino,60,4,1,10,Prêmio,Trimestral,797,12,Não
41,Masculino,41,10,3,17,Padrão,Trimestral,643,21,Não
24,Masculino,41,10,2,0,Padrão,Trimestral,870,30,Não
43,Masculino,7,2,1,0,Básico,Anual,713,30,Não
48,Masculino,41,7,2,9,Prêmio,Trimestral,588,21,Não
23,Feminino,52,3,2,7,Padrão,Anual,610,10,Não
46,Masculino,9,10,3,14,Padrão,Anual,521,12,Não
48,Masculino,6,5,1,9,Básico,Trimestral,599,18,Não
36,Masculino,43,3,1,10,Básico,Anual,739,6,Não
31,Feminino,10,8,3,0,Prêmio,Anual,518,6,Não
35,Feminino,47,9,1,4,Prêmio,Trimestral,934,15,Não
20,Feminino,11,6,1,18,Básico,Anual,524,1,Não
27,Feminino,7,2,2,1,Prêmio,Trimestral,658,7,Não
22,Masculino,10,4,1,0,Prêmio,Trimestral,707,25,Não
34,Feminino,44,1,1,20,Básico,Anual,685,5,Não
24,Masculino,52,4,1,18,Padrão,Trimestral,735,18,Não
45,Masculino,12,10,2,7,Básico,Trimestral,909,19,Não
42,Masculino,31,3,0,11,Básico,Anual,821,17,Não
38,Masculino,50,8,3,20,Básico,Anual,791,29,Não
50,Feminino,60,6,4,16,Básico,Anual,737,4,Não
46,Feminino,7,5,1,10,Básico,Trimestral,903,12,Não
33,Masculino,57,2,0,7,Básico,Anual,597,3,Não
43,Masculino,48,7,0,11,Padrão,Anual,855,22,Não
44,Masculino,11,6,1,12,Padrão,Trimestral,946,27,Não
42,Masculino,1,10,2,5,Prêmio,Trimestral,886,6,Não
47,Masculino,32,4,0,0,Básico,Trimestral,508,29,Não
35,Masculino,50,10,3,7,Prêmio,Trimestral,836,12,Não
18,Masculino,54,8,1,17,Básico,Anual,828,12,Não
26,Masculino,30,10,0,7,Prêmio,Trimestral,624,12,Não
21,Masculino,52,9,2,11,Básico,Anual,593,17,Não
33,Feminino,18,10,2,0,Prêmio,Anual,885,11,Não
44,Masculino,42,2,2,12,Padrão,Trimestral,835,7,Não
47,Masculino,40,3,1,19,Padrão,Anual,520,1,Não
47,Feminino,35,7,1,13,Prêmio,Anual,679,13,Não
31,Feminino,4,7,1,19,Prêmio,Anual,556,5,Não
34,Masculino,42,7,2,15,Básico,Trimestral,675,26,Não
40,Masculino,52,2,3,10,Padrão,Trimestral,948,12,Não
42,Masculino,56,8,0,5,Básico,Anual,525,6,Não
42,Masculino,10,10,4,6,Básico,Anual,873,14,Não
30,Feminino,48,9,1,17,Básico,Trimestral,802,8,Não
19,Feminino,37,7,0,4,Padrão,Trimestral,678,8,Não
41,Feminino,60,2,4,15,Prêmio,Anual,774,15,Não
34,Masculino,6,10,2,10,Prêmio,Anual,901,16,Não
48,Masculino,50,9,0,5,Prêmio,Anual,554,10,Não
30,Feminino,46,10,1,1,Básico,Trimestral,744,11,Não
39,Masculino,52,3,1,17,Padrão,Anual,803,22,Não
26,Masculino,58,5,1,15,Padrão,Anual,670,22,Não
43,Masculino,31,1,2,12,Básico,Trimestral,799,26,Não
32,Masculino,50,6,3,5,Padrão,Trimestral,811,6,Não
32,Feminino,53,3,3,0,Prêmio,Trimestral,911,5,Não
37,Masculino,34,6,2,14,Básico,Anual,522,1,Não
47,Feminino,27,3,2,14,Prêmio,Anual,758,15,Não
41,Masculino,49,8,1,3,Padrão,Anual,730,28,Não
48,Feminino,40,2,4,7,Padrão,Anual,649,3,Não
42,Masculino,30,2,3,6,Padrão,Anual,580,7,Não
24,Feminino,41,8,2,8,Padrão,Anual,788,7,Não
19,Feminino,45,6,0,17,Prêmio,Anual,822,1,Não
50,Masculino,4,9,0,14,Prêmio,Anual,557,5,Não
20,Masculino,2,8,1,5,Prêmio,Trimestral,701,5,Não
47,Masculino,20,10,4,15,Básico,Anual,828,24,Não
41,Masculino,45,10,4,20,Básico,Trimestral,591,8,Não
49,Masculino,10,8,1,4,Padrão,Anual,666,20,Não
47,Masculino,46,4,3,18,Padrão,Anual,749,7,Não
23,Masculino,51,4,2,4,Básico,Anual,857,5,Não
48,Feminino,1,1,0,16,Prêmio,Anual,995,13,Não
44,Masculino,44,4,2,3,Básico,Anual,666,4,Não
32,Masculino,52,7,2,20,Básico,Anual,736,21,Não
24,Masculino,38,2,2,14,Prêmio,Trimestral,669,11,Não
21,Masculino,40,6,1,0,Prêmio,Anual,986,5,Não
21,Masculino,53,9,0,0,Prêmio,Trimestral,612,29,Não
25,Feminino,4,1,0,10,Padrão,Trimestral,695,11,Não
46,Masculino,28,6,2,11,Prêmio,Trimestral,699,8,Não
21,Masculino,60,6,1,10,Básico,Trimestral,876,28,Não
50,Masculino,8,4,4,18,Prêmio,Anual,978,17,Não
30,Masculino,5,1,3,14,Padrão,Anual,777,24,Não
41,Feminino,47,3,4,5,Padrão,Anual,590,8,Não
37,Masculino,32,9,0,3,Básico,Anual,629,9,Não
49,Masculino,40,8,3,6,Básico,Trimestral,807,4,Não
35,Masculino,45,7,1,11,Padrão,Trimestral,882,24,Não
20,Feminino,35,4,2,14,Padrão,Anual,611,8,Não
35,Masculino,29,2,0,16,Básico,Trimestral,610,7,Não
34,Masculino,56,7,3,4,Básico,Trimestral,765,15,Não
30,Feminino,54,4,1,0,Prêmio,Trimestral,787,12,Não
48,Masculino,39,1,3,14,Básico,Anual,661,26,Não
46,Feminino,60,8,2,10,Prêmio,Trimestral,997,9,Não
35,Masculino,54,2,2,0,Padrão,Trimestral,740,26,Não
37,Masculino,57,10,2,5,Padrão,Trimestral,524,14,Não
33,Masculino,47,3,2,13,Padrão,Anual,705,1,Não
40,Masculino,39,7,2,11,Prêmio,Trimestral,773,17,Não
47,Feminino,11,9,0,17,Básico,Anual,853,11,Não
29,Feminino,29,8,1,4,Básico,Anual,556,8,Não
40,Masculino,30,9,4,4,Básico,Trimestral,670,25,Não
38,Feminino,49,2,0,17,Prêmio,Anual,548,8,Não
20,Masculino,27,10,2,1,Prêmio,Trimestral,772,8,Não
24,Masculino,41,7,0,1,Prêmio,Anual,906,26,Não
33,Feminino,6,7,0,13,Prêmio,Trimestral,648,12,Não
34,Feminino,44,2,1,14,Básico,Trimestral,519,13,Não
37,Masculino,40,4,0,12,Básico,Trimestral,513,15,Não
45,Feminino,49,6,3,12,Prêmio,Trimestral,902,1,Não
28,Masculino,12,10,0,11,Prêmio,Trimestral,735,30,Não
46,Feminino,35,4,2,12,Padrão,Anual,949,6,Não
18,Feminino,56,7,1,17,Prêmio,Trimestral,975,1,Não
49,Masculino,38,5,2,12,Básico,Trimestral,842,4,Não
21,Feminino,25,5,0,19,Padrão,Anual,782,3,Não
42,Masculino,38,6,4,5,Padrão,Trimestral,938,13,Não
19,Masculino,35,6,0,12,Básico,Trimestral,921,16,Não
42,Masculino,6,1,1,19,Prêmio,Anual,970,30,Não
37,Masculino,30,8,1,20,Prêmio,Trimestral,715,11,Não
49,Masculino,5,8,3,4,Prêmio,Anual,698,11,Não
49,Masculino,47,1,3,19,Prêmio,Anual,509,2,Não
18,Masculino,60,8,1,2,Padrão,Anual,674,27,Não
44,Masculino,43,6,4,10,Básico,Anual,664,27,Não
37,Masculino,25,2,3,0,Prêmio,Anual,651,16,Não
39,Masculino,26,2,0,10,Padrão,Trimestral,928,6,Não
27,Masculino,51,4,1,0,Padrão,Trimestral,658,22,Não
39,Feminino,49,3,0,4,Prêmio,Anual,932,12,Não
40,Masculino,31,2,3,10,Prêmio,Trimestral,768,7,Não
42,Masculino,56,5,0,10,Básico,Trimestral,545,18,Não
32,Masculino,31,5,3,3,Prêmio,Trimestral,790,9,Não
32,Masculino,51,5,0,9,Básico,Trimestral,868,6,Não
40,Feminino,58,9,3,20,Padrão,Anual,879,8,Não
25,Masculino,30,6,1,10,Prêmio,Trimestral,573,3,Não
49,Feminino,33,10,3,7,Prêmio,Trimestral,865,5,Não
45,Masculino,34,4,3,5,Padrão,Anual,505,25,Não
22,Masculino,10,10,0,12,Básico,Trimestral,999,22,Não
38,Feminino,9,5,1,3,Básico,Anual,983,6,Não
39,Feminino,6,4,0,9,Básico,Trimestral,551,11,Não
27,Masculino,48,6,1,13,Básico,Anual,614,30,Não
40,Feminino,11,5,1,18,Básico,Anual,575,12,Não
35,Masculino,39,8,3,3,Básico,Anual,648,8,Não
23,Masculino,9,4,2,5,Padrão,Anual,502,28,Não
40,Masculino,4,9,3,13,Padrão,Anual,580,6,Não
27,Feminino,45,4,0,10,Padrão,Trimestral,535,10,Não
39,Masculino,31,4,0,10,Básico,Anual,738,26,Não
32,Masculino,43,3,2,0,Prêmio,Trimestral,725,26,Não
41,Masculino,34,8,2,14,Básico,Anual,851,7,Não
48,Feminino,41,9,4,13,Prêmio,Anual,548,10,Não
44,Masculino,34,10,3,18,Básico,Trimestral,694,22,Não
20,Masculino,40,2,2,15,Padrão,Anual,841,1,Não
48,Feminino,51,10,4,15,Prêmio,Trimestral,689,11,Não
41,Feminino,39,5,3,10,Básico,Anual,864,6,Não
50,Masculino,55,2,2,13,Básico,Anual,945,6,Não
50,Feminino,57,5,3,6,Padrão,Trimestral,541,12,Não
47,Masculino,51,3,0,12,Prêmio,Trimestral,829,10,Não
41,Masculino,33,7,0,18,Prêmio,Anual,600,9,Não
49,Masculino,2,7,3,11,Prêmio,Trimestral,563,16,Não
40,Feminino,57,10,0,6,Básico,Anual,848,1,Não
27,Masculino,38,5,2,14,Padrão,Anual,585,21,Não
22,Feminino,41,6,2,10,Padrão,Anual,553,6,Não
27,Masculino,47,3,2,4,Prêmio,Trimestral,636,30,Não
47,Masculino,57,9,4,9,Padrão,Trimestral,805,5,Não
45,Feminino,13,10,2,16,Padrão,Anual,500,1,Não
29,Masculino,48,6,0,14,Prêmio,Trimestral,903,1,Não
